audit_type,area,program,q_id,seq,qtype,question_text,default_answer,autonomy,look_for,notes
EBP,FAIRVALUE2,AUD-816,FairValue2_TQ_CollateralImpFactor,5,tailoring,Is collateral an important factor in measuring the fair value of an investment or evaluating its carrying amount?,,,,
EBP,FAIRVALUE2,AUD-816,FairValue2_TQ_AnalyticalProcedures,6,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
EBP,COMMIT,AUD-817,COMMIT_TQ_InHouseLegal,1,tailoring,"Has the auditor determined it necessary to obtain representation letters from the plan's legal counsel (e.g., external or in-house)?",,,,
EBP,COMMIT,AUD-817,COMMIT_TQ_AttorneyRestrict,2,tailoring,Did the plan's legal counsel restrict the use of his or her opinion to the client or to third parties other than the auditor?,,,,
EBP,COMMIT,AUD-817,COMMIT_TQ_PurchaseObligations,3,tailoring,Does the plan have unconditional purchase obligations or guarantees?,,,,
EBP,COMMIT,AUD-817,COMMIT_TQ_NewLitigation,4,tailoring,Did the plan's legal counsel identify new litigation or claims?,,,,
EBP,COMMIT,AUD-817,COMMIT_TQ_AnalyticalProcedures,5,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,CASH,AUD-801,CASH_TQ_TAILORING_AnalyticalProcedures,1,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,CASH,AUD-801,CASH_TQ_TAILORING_CutoffRequested,2,tailoring,Do we plan on requesting cutoff bank statements?,,,,
ASB,CASH,AUD-801,CASH_TQ_TAILORING_InterestBearing,3,tailoring,Does the entity have interest bearing cash accounts?,,,,
ASB,CASH,AUD-801,CASH_TQ_TAILORING_MultipleBanks,4,tailoring,Does the entity have cash accounts at more than one financial institution?,,,,
ASB,CASH,AUD-801,CASH_TQ_TAILORING_CutoffReceived,5,tailoring,Did we receive cutoff bank statements?,,,,
ASB,CASH,AUD-801,CASH_TQ_TAILORING_PettyCashMaterial,6,tailoring,Are petty cash balances or cumulative related petty cash transactions during the audit period material?,,,,
ASB,AR,AUD-803,AR_TQ_AnalyticalProcedures,1,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,AR,AUD-803,AR_TQ_FinancialStatements,2,tailoring,Do the financial statements include any accounts receivable?,,,,
ASB,AR,AUD-803,AR_TQ_ConfirmReceivables,3,tailoring,Do we plan on confirming receivables?,,,,
ASB,AR,AUD-803,AR_TQ_ConfirmNotOnPeriodEnd,4,tailoring,Do we plan on confirming receivables on a date other than the financial statement date?,,,,
ASB,AR,AUD-803,AR_TQ_SignificantSales,5,tailoring,Does the entity have significant sales transactions executed with related parties?,,,,
ASB,AR,AUD-803,AR_TQ_NotesReceivables,6,tailoring,Are notes receivable balances material to the overall financial statements or have specific risks been identified in notes receivable?,,,,
ASB,AR,AUD-803,AR_TQ_Fraud,7,tailoring,Was improper revenue recognition identified as a risk of material misstatement due to fraud?,,,,
ASB,AR,AUD-803,AR_TQ_PledgedReceivables,8,tailoring,"Are there any accounts or notes receivable balances that have been pledged, assigned, or discounted?",,,,
ASB,AR,AUD-803,AR_TQ_RelatedOrEmployees,9,tailoring,Does the entity have receivables from related parties or employees?,,,,
ASB,AR,AUD-803,AR_TQ_GreaterThanOneYear,10,tailoring,Does the entity have receivables with due dates greater than one year from the financial statement date?,,,,
ASB,AR,AUD-803,AR_TQ_Transferred,11,tailoring,Were any receivables transferred during the audit period?,,,,
ASB,INVENTORY,AUD-804,INVENTORY_TQ_TAILORING_Observation,1,tailoring,Do we intend to perform an inventory observation?,,,,
ASB,INVENTORY,AUD-804,INVENTORY_TQ_TAILORING_InventorDiffDate,2,tailoring,Was the inventory observation completed on a date other than the financial statement date?,,,,
ASB,INVENTORY,AUD-804,INVENTORY_TQ_TAILORING_Perpetual,3,tailoring,Does the entity maintain a perpetual inventory record?,,,,
ASB,INVENTORY,AUD-804,INVENTORY_TQ_TAILORING_Analytical,4,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,INVENTORY,AUD-804,INVENTORY_TQ_TAILORING_FIFO,5,tailoring,Does the entity use FIFO as a valuation method?,,,,
ASB,INVENTORY,AUD-804,INVENTORY_TQ_TAILORING_Manufact,6,tailoring,Does the entity manufacture finished goods?,,,,
ASB,INVENTORY,AUD-804,INVENTORY_TQ_TAILORING_LIFO,7,tailoring,Does the entity use LIFO as a valuation method?,,,,
ASB,INVENTORY,AUD-804,INVENTORY_TQ_TAILORING_CountInterm,8,tailoring,Does the entity perform the physical inventory count at an interim date?,,,,
ASB,INVENTORY,AUD-804,INVENTORY_TQ_TAILORING_OutsideInv,9,tailoring,Does entity have inventory at public warehouses or other outside locations?,,,,
ASB,INVENTORY,AUD-804,INVENTORY_TQ_TAILORING_InventPledge,10,tailoring,Did the client pledge any inventory during the current reporting period?,,,,
ASB,PP,AUD-805,PP_TQ_TAILORING_PPBalMaterial,1,tailoring,"Are account balances for prepaid expenses, deferred charges, or other assets material to the overall financial statements?",,,,
ASB,PP,AUD-805,PP_TQ_TAILORING_PPBalSpecRisk,2,tailoring,"Have specific risks been identified associated with account balances for prepaid expenses, deferred charges, or other assets?",,,,
ASB,PP,AUD-805,PP_TQ_TAILORING_InsuranceBalMaterial,3,tailoring,Is the prepaid insurance balance material to the overall financial statements?,,,,
ASB,PP,AUD-805,PP_TQ_TAILORING_PPDInsSpecRisk,4,tailoring,Have specific risks been identified associated with account balances for prepaid insurance?,,,,
ASB,PP,AUD-805,PP_TQ_TAILORING_PPDPropBalMaterial,5,tailoring,Is the prepaid property tax balance material to the overall financial statements?,,,,
ASB,PP,AUD-805,PP_TQ_TAILORING_PPDPropTaxSpecRisk,6,tailoring,Have specific risks been identified associated with account balances for prepaid property tax?,,,,
ASB,PP,AUD-805,PP_TQ_TAILORING_CSVInsMaterial,7,tailoring,Is the cash surrender value balance of life insurance balance material to the overall financial statements?,,,,
ASB,PP,AUD-805,PP_TQ_TAILORING_CSVInsSpecRisk,8,tailoring,Have specific risks been identified associated with account balances for cash surrender value balance of life insurance?,,,,
ASB,PP,AUD-805,PP_TQ_TAILORING_OthPPBalMaterial,9,tailoring,"Are the other prepaid expenses, deferred charges, or other assets balance material to the overall financial statements?",,,,
ASB,PP,AUD-805,PP_TQ_TAILORING_OthPPBalSpecRisk,10,tailoring,"Have specific risks been identified associated with account balances for other prepaid expenses, deferred charges, or other assets?",,,,
ASB,PP,AUD-805,PP_TQ_TAILORING_DirectAd,11,tailoring,Does the entity have significant deferred advertising costs?,,,,
ASB,PP,AUD-805,PP_TQ_TAILORING_MaterialDeposits,12,tailoring,Does the entity have material deposits or other similar assets?,,,,
ASB,PP,AUD-805,PP_TQ_TAILORING_AnalyticalProcedures,13,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,INTANG,AUD-806,INTANG_TQ_TAILORING_OtherIntAssetAmort,1,tailoring,Does the entity have intangible assets (other than goodwill) that are subject to amortization?,,,,
ASB,INTANG,AUD-806,INTANG_TQ_TAILORING_LTIntangOtherDisposed,2,tailoring,Did the entity dispose of any intangibles (other than goodwill) subject to amortization during the audit period?,,,,
ASB,INTANG,AUD-806,INTANG_TQ_TAILORING_AmortGoodwill,3,tailoring,Has the entity elected to amortize goodwill?,,,,
ASB,INTANG,AUD-806,INTANG_TQ_TAILORING_AmortGoodwillLessTen,4,tailoring,Has the entity elected to amortize goodwill over a period of less than 10 years?,,,,
ASB,INTANG,AUD-806,INTANG_TQ_TAILORING_GoodIntNot,5,tailoring,Does the entity have any goodwill or intangibles that were not tested in connection with the original business combination or other initial transaction?,,,,
ASB,INTANG,AUD-806,INTANG_TQ_TAILORING_Goodwill,6,tailoring,Does the entity have any goodwill or intangible assets not subject to amortization?,,,,
ASB,INTANG,AUD-806,INTANG_TQ_TAILORING_IntNotAmor,7,tailoring,Does the entity have any intangible assets not subject to amortization?,,,,
ASB,INTANG,AUD-806,INTANG_TQ_TAILORING_Digital,8,tailoring,Does the entity have investments in digital/crypto assets?,,,,
ASB,INTANG,AUD-806,INTANG_TQ_TAILORING_DigitalCrypto,9,tailoring,Does the entity have digital/crypto assets held by a third party?,,,,
ASB,INTANG,AUD-806,INTANG_TQ_AnalyticalProcedures,10,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,PPE,AUD-807,PPE_TQ_TAILORING_PPEBalMaterial,1,tailoring,"Is the property, plant and equipment balance material to the overall financial statements?",,,,
ASB,PPE,AUD-807,PPE_TQ_TAILORING_PPESpecRisks,2,tailoring,"Have specific risks been identified associated with account balances for property, plant and equipment?",,,,
ASB,PPE,AUD-807,PPE_TQ_TAILORING_DepMaterial,3,tailoring,Is the depreciation expense material to the overall financial statements?,,,,
ASB,PPE,AUD-807,PPE_TQ_TAILORING_DepSpecRisks,4,tailoring,Have specific risks been identified associated with account balances for depreciations expense?,,,,
ASB,PPE,AUD-807,PPE_TQ_TAILORING_RepMaintBalMaterial,5,tailoring,Is the repairs and maintenance balance material to the overall financial statements?,,,,
ASB,PPE,AUD-807,PPE_TQ_TAILORING_RepMaintSpecRisks,6,tailoring,Have specific risks been identified associated with account balances for repairs and maintenance?,,,,
ASB,PPE,AUD-807,PPE_TQ_TAILORING_Leases,7,tailoring,Does the entity have any leases?,,,,
ASB,PPE,AUD-807,PPE_TQ_TAILORING_AdoptedASC,8,tailoring,Has the entity adopted ASC Topic 842?,,,,
ASB,PPE,AUD-807,PPE_TQ_TAILORING_LongLivedAssets,9,tailoring,Does the entity have any long-lived fixed assets that are classified as held for sale?,,,,
ASB,PPE,AUD-807,PPE_TQ_TAILORING_LLARetire,10,tailoring,Does the entity have any obligations related to the retirement of long-lived assets?,,,,
ASB,PPE,AUD-807,PPE_TQ_TAILORING_AnalyticalProcedures,11,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,AP,AUD-808,AP_TQ_TAILORING_AnalyticalProcedures,1,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,AP,AUD-808,AP_TQ_TAILORING_ConfirmAP,2,tailoring,Do we plan on confirming accounts payable?,,,,
ASB,AP,AUD-808,AP_TQ_TAILORING_SpecificTerms,3,tailoring,Does the client have any amounts included in trade accounts payable that have specified payment terms?,,,,
ASB,AP,AUD-808,AP_TQ_TAILORING_PledgedAP,4,tailoring,Does the client have any assets pledged as collateral for accounts payable?,,,,
ASB,AP,AUD-808,AP_TQ_TAILORING_AccruedLiab,5,tailoring,Are other accrued liabilities balances or transactions material to the overall financial statements?,,,,
ASB,AP,AUD-808,AP_TQ_TAILORING_RiskAccrued,6,tailoring,Have specific risks been identified associated with account balances for other accrued liabilities?,,,,
ASB,AP,AUD-808,AP_TQ_TAILORING_DefIncome,7,tailoring,Does the entity have any deferred income or other deferred credits that were material to the overall financial statements under audit?,,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_PayrollBalMaterial,1,tailoring,Are the payroll and other liabilities balances material to the overall financial statements?,,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_PayrollSpecRisks,2,tailoring,Have specific risks been identified associated with account balances for payroll and other liabilities?,,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_PayrollTaxMaterial,3,tailoring,Are accrued payroll and payroll taxes material to the overall financial statements?,,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_PayrollTaxSpecRisks,4,tailoring,Have specific risks been identified associated with account balances for accrued payroll and payroll taxes?,,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_CompAbsenceMaterial,5,tailoring,Are the accruals for compensated absences material to the overall financial statements?,,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_CompAbsenceSpecRisks,6,tailoring,Have specific risks been identified associated with account balances of accruals for compensated absences?,,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_EmployeePSBonusPlan,7,tailoring,Does the entity offer employee profit sharing and bonus plans?,,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_ShortTermCompAbsence,8,tailoring,Does the entity offer short term compensated absences benefits to its employees?,,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_EBPAccrualsBalMaterial,9,tailoring,Are the accruals for employee benefit plans balances material to the overall financial statements?,,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_EBPAccrualsSpecRisks,10,tailoring,Have specific risks been identified associated with the account balances for accruals for employee benefit plans?,,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_LongTermEB,11,tailoring,"Does the entity provide other long-term employee benefits (e.g., long-term compensated absences, sabbatical leave, long-term disability benefits, deferred compensation, etc.)?",,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_DefCompBalMaterial,12,tailoring,Do deferred compensation agreements exist and are balances material to the overall financial statements?,,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_DefCompSpecRisks,13,tailoring,Have specific risks been identified associated with account balances of accruals for deferred compensation?,,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_PEBBalMaterial,14,tailoring,"Are postemployment benefits (e.g., salary continuation, severance benefits, disability and health care benefits, and job training and counseling) provided by the entity and are accrual balances material to the overall financial statements?",,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_PEBSpecRisks,15,tailoring,Have specific risks been identified associated with account balances of accruals for postemployment benefits?,,,,
ASB,OL,AUD-809,OL_TQ_TAILORING_AnalyticalProcedures,16,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,INCTAX,AUD-810,INCTAX_TQ_TAILORING_DeferredTax,1,tailoring,Does the entity have any deferred tax provisions and related deferred tax assets or liabilities?,,,,
ASB,INCTAX,AUD-810,INCTAX_TQ_TAILORING_AppropDocumentation,2,tailoring,Did the entity restrict the auditor's access to documentation of the calculation or contents of the entity's income tax accruals or to the personnel responsible for the communication?,,,,
ASB,INCTAX,AUD-810,INCTAX_TQ_TAILORING_AdditionalDisclosure,3,tailoring,Does the entity have an uncertain tax position for which additional disclosure or possible adjustment to the financial statements may be required?,,,,
ASB,INCTAX,AUD-810,INCTAX_TQ_TAILORING_AnalyticalProcedures,4,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,DEBT,AUD-811,DEBT_TQ_TAILORING_AnalyticalProcedures,1,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,DEBT,AUD-811,DEBT_TQ_TAILORING_MaturityDates,2,tailoring,Does the entity have any debt with maturity dates due within the next year?,,,,
ASB,DEBT,AUD-811,DEBT_TQ_TAILORING_Covenants,3,tailoring,Does the entity have any debt obligations that contain restrictive covenants?,,,,
ASB,DEBT,AUD-811,DEBT_TQ_TAILORING_Violations,4,tailoring,Did the auditor or management identify any covenant violations?,,,,
ASB,DEBT,AUD-811,DEBT_TQ_TAILORING_DebtExtinquished,5,tailoring,Has the entity extinguished any debt instruments during the period under audit?,,,,
ASB,EQUITY,AUD-812,EQUITY_TQ_TAILORING_IndepRegistrar,1,tailoring,Does the entity use an independent share registrar?,,,,
ASB,EQUITY,AUD-812,EQUITY_TQ_TAILORING_StockOptPlan,2,tailoring,Does the entity have share-based compensation plans?,,,,
ASB,EQUITY,AUD-812,EQUITY_TQ_TAILORING_StockSubRec,3,tailoring,Does the entity have share subscriptions receivable?,,,,
ASB,EQUITY,AUD-812,EQUITY_TQ_TAILORING_TStock,4,tailoring,Does the entity have treasury shares?,,,,
ASB,EQUITY,AUD-812,EQUITY_TQ_TAILORING_PStock,5,tailoring,Does the entity have preferred shares?,,,,
ASB,EQUITY,AUD-812,EQUITY_TQ_TAILORING_ComprehensiveIncome,6,tailoring,Does the entity have any other comprehensive income items?,,,,
ASB,EQUITY,AUD-812,EQUITY_TQ_TAILORING_AnalyticalProcedures,7,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,OTHREV,AUD-813,OTHREV_TQ_TAILORING_AnalyticalProcedures,1,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,OTHREV,AUD-813,OTHREV_TQ_TAILORING_ExpensesMaterial,2,tailoring,Are there expense accounts balances material to the overall financial statements?,,,,
ASB,OTHREV,AUD-813,OTHREV_TQ_TAILORING_ExpensesSpecRisk,3,tailoring,Have specific risks been identified associated with account balances for expenses?,,,,
ASB,RPTRNS2,AUD-815,RPTRNS2_TQ_RelatedPartyTrans,1,tailoring,Are there any related-party transactions identified?,,,,
ASB,RPTRNS2,AUD-815,RPTRNS2_TQ_UnusualTrans,2,tailoring,Have we identified significant unusual transactions while performing applicable audit procedures?,,,,
ASB,RPTRNS2,AUD-815,RPTRNS2_TQ_RelatedPartyFS,3,tailoring,Have we identified related-party transactions that are required to be disclosed in the financial statements or are determined to be a significant risk?,,,,
ASB,RPTRNS2,AUD-815,RPTRNS2_TQ_OffBSArrangements,4,tailoring,"Does the entity have any potential ""off-balance-sheet"" arrangements?",,,,
ASB,RPTRNS2,AUD-815,RPTRNS2_TQ_AnalyticalProcedures,5,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,FAIRVALUE2,AUD-816,FairValue2_TQ_ThirdParty,1,tailoring,Did the entity retain the service of a third-party pricing agency?,,,,
ASB,FAIRVALUE2,AUD-816,FairValue2_TQ_SpecialistEstFV,2,tailoring,Was a specialist engaged to estimate fair value?,,,,
ASB,FAIRVALUE2,AUD-816,FairValue2_TQ_ImpendingTrans,3,tailoring,Does the entity plan to use an impending transaction as the basis for a fair value estimate?,,,,
ASB,FAIRVALUE2,AUD-816,FairValue2_TQ_FVMeasureDiffDate,4,tailoring,Was the fair value measurement made as of a date that is different from the date that the entity is required to measure and report that information in its financial statements?,,,,
ASB,FAIRVALUE2,AUD-816,FairValue2_TQ_CollateralImpFactor,5,tailoring,Is collateral an important factor in measuring the fair value of an investment or evaluating its carrying amount?,,,,
ASB,FAIRVALUE2,AUD-816,FairValue2_TQ_AnalyticalProcedures,6,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,VIE2,AUD-817,VIE2_TQ_AuditedEntityIs,1,tailoring,Have VIEs been identified for which the audited entity is the primary beneficiary?,,,,
ASB,VIE2,AUD-817,VIE2_TQ_AuditedEntityIsNOT,2,tailoring,Have VIEs been identified for which the audit entity is NOT the primary beneficiary?,,,,
ASB,VIE2,AUD-817,VIE2_TQ_Components,3,tailoring,Have VIEs been determined to be components of a group?,,,,
ASB,VIE2,AUD-817,VIE2_TQ_Alternative,4,tailoring,Does the entity have VIEs for which it is electing the PCC VIE accounting alternative?,,,,
ASB,VIE2,AUD-817,VIE2_TQ_SAS149,5,tailoring,Has SAS-149 been early implemented?,,,,
ASB,VIE2,AUD-817,VIE2_TQ_AnalyticalProcedures,6,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,STOCK,AUD-818,STOCK_TQ_Noncompliance,1,tailoring,Have noncompliance with laws and regulations been identified?,,,,
ASB,STOCK,AUD-818,STOCK_TQ_ClosedForm,2,tailoring,Does the entity use the Black-Scholes Formula or Other Closed-Form Option Pricing Model?,,,,
ASB,STOCK,AUD-818,STOCK_TQ_Binomial,3,tailoring,Does the entity use the Lattice or Binomial Option Pricing Model?,,,,
ASB,STOCK,AUD-818,STOCK_TQ_Segregated,4,tailoring,Has the entity segregated employees into more than one group?,,,,
ASB,STOCK,AUD-818,STOCK_TQ_Modified,5,tailoring,Has the entity modified awards?,,,,
ASB,STOCK,AUD-818,STOCK_TQ_AnalyticalProcedures,6,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,COMMIT,AUD-819,COMMIT_TQ_LegalCouncil,1,tailoring,"Has the auditor determined it necessary to obtain representation letters from the entity's legal counsel (e.g., external or in-house)?",,,,
ASB,COMMIT,AUD-819,COMMIT_TQ_AttorneyRestrict,2,tailoring,Did the entity's legal counsel restrict the use of his or her opinion to the client or to third parties other than the auditor?,,,,
ASB,COMMIT,AUD-819,COMMIT_TQ_EnvironRisks,3,tailoring,Does the entity have any potential exposure to environmental liability risks?,,,,
ASB,COMMIT,AUD-819,COMMIT_TQ_PurchaseObligations,4,tailoring,Does the entity have unconditional purchase obligations or guarantees?,,,,
ASB,COMMIT,AUD-819,COMMIT_TQ_NewLitigation,5,tailoring,Did the entity's legal counsel identify new litigation or claims?,,,,
ASB,COMMIT,AUD-819,COMMIT_TQ_AnalyticalProcedures,6,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,CONCENT,AUD-821,CONCENT_TQ_AnalyticalProcedures,1,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
ASB,BUSINESS,AUD-822,BUSINESS_TQ_Combination,1,tailoring,Did the entity enter into any business combinations during the audit period?,,,,
ASB,BUSINESS,AUD-822,BUSINESS_TQ_AnalyticalProcedures,2,tailoring,"Do you intend to use analytical procedures, either alone or in combination with tests of details, as a substantive procedure?",,,,
